longitude,latitude,title,description,emoji,positive_score,negative_score
-0.12362036844295848,51.507811794155934,Covent Garden,Tourist visit to Covent Garden,😢,0.033785872480921464,0.7854824704000567
-0.1312361355763576,51.509051140095146,Trafalgar Square,Tourist visit to Trafalgar Square,😢,0.17702258225067036,0.6380368223225712
-0.11923615635049065,51.51113007931636,Covent Garden,Tourist visit to Covent Garden,😊,0.22593238139477567,0.19438970939412584
-0.07140115350968237,51.50558448157578,Tower of London,Tourist visit to Tower of London,😊,0.5542646733679827,0.08208612291888688
-0.13228477546784526,51.51481438391004,British Museum,Tourist visit to British Museum,😢,0.36056337369460134,0.482068541696226
-0.08087018985781147,51.512592830997846,Tower of London,Tourist visit to Tower of London,😊,0.8804941160612302,0.02345733965072105
-0.11782165871238999,51.51031878260908,Covent Garden,Tourist visit to Covent Garden,😊,0.08251590595416924,0.06839145114158725
-0.12454071527309045,51.51136014221985,Covent Garden,Tourist visit to Covent Garden,😢,0.03269366788903394,0.7238567238853751
-0.1302993053509941,51.515411953255715,British Museum,Tourist visit to British Museum,😊,0.46727115524262697,0.06292867463921197
-0.16381836985257842,51.509102281545246,Hyde Park,Tourist visit to Hyde Park,😊,0.5100484501368425,0.11742793455126924
-0.13124654306207184,51.51838199074405,British Museum,Tourist visit to British Museum,😊,0.6423980322995227,0.1496084802720363
-0.132165847651957,51.50762372826976,Trafalgar Square,Tourist visit to Trafalgar Square,😊,0.6206968515493145,0.36013353737053894
-0.12811808828884047,51.503743137094176,Westminster Abbey,Tourist visit to Westminster Abbey,😢,0.08231844926930543,0.3501104847974975
-0.12106634534918759,51.5040654579464,London Eye,Tourist visit to London Eye,😊,0.37999079702870964,0.07328186768682975
-0.16841461867537957,51.51170375378519,Hyde Park,Tourist visit to Hyde Park,😊,0.8131758480937508,0.11798358949136711
-0.12272349893076978,51.504331931567194,London Eye,Tourist visit to London Eye,😊,0.5016589015623446,0.002995078755030232
-0.13039725301665528,51.50089365910833,Westminster Abbey,Tourist visit to Westminster Abbey,😊,0.8170696838003596,0.15089400672432673
-0.12876460474411566,51.49981478308243,Westminster Abbey,Tourist visit to Westminster Abbey,😊,0.8361026014670186,0.146820862520409
-0.12425442262837932,51.507812064314955,London Eye,Tourist visit to London Eye,😊,0.8207617552937007,0.010341497165123588
-0.12537632434465878,51.512006790342184,Trafalgar Square,Tourist visit to Trafalgar Square,😊,0.8455092479756106,0.034953947121432384
-0.11485029520932297,51.50702106453749,London Eye,Tourist visit to London Eye,😢,0.27257598420105034,0.7068701065519629
-0.11886331390660491,51.51142377872275,Covent Garden,Tourist visit to Covent Garden,😊,0.4847324342441547,0.4234776348996314
-0.1286517279250856,51.518608693859676,British Museum,Tourist visit to British Museum,😊,0.8649400617684679,0.08394879548243987
-0.12458463514803293,51.51117497475416,Covent Garden,Tourist visit to Covent Garden,😢,0.13316100143472698,0.28896294904682496
-0.1219851395573267,51.51388615912786,Covent Garden,Tourist visit to Covent Garden,😊,0.9357856454476788,0.04721876891489803
-0.16786373944101074,51.50507185050752,Hyde Park,Tourist visit to Hyde Park,😊,0.2955935851915559,0.11375952761981861
-0.1649643461433199,51.51111622862561,Hyde Park,Tourist visit to Hyde Park,😊,0.8885310207652389,0.10125428695105128
-0.1308100515933388,51.4977272354026,Westminster Abbey,Tourist visit to Westminster Abbey,😢,0.09396589476698891,0.8808360660944188
-0.13903075307977353,51.497936071393205,Buckingham Palace,Tourist visit to Buckingham Palace,😢,0.1557563316886199,0.6670647499913188
-0.12559253254140304,51.4967335973051,Big Ben,Tourist visit to Big Ben,😢,0.055705043935254106,0.8045869879748092
-0.13189457109720537,51.52021816534842,British Museum,Tourist visit to British Museum,😊,0.3634854695783466,0.12159806293819109
-0.12513936787737373,51.5177012268259,British Museum,Tourist visit to British Museum,😊,0.6001711535440678,0.011522631051477503
-0.14137957709701837,51.53911162887529,Camden Market,Tourist visit to Camden Market,😊,0.6068984916542245,0.022641338670066777
-0.14070494265556682,51.50127517725175,Buckingham Palace,Tourist visit to Buckingham Palace,😊,0.9114175349997942,0.027597950140214787
-0.1242907789036614,51.49607436937779,Big Ben,Tourist visit to Big Ben,😢,0.10294865238512974,0.69100565022918
-0.14376658386035884,51.50393990205067,Buckingham Palace,Tourist visit to Buckingham Palace,😊,0.6529198410523573,0.030340471119282262
-0.13203609976127997,51.50366790512566,Westminster Abbey,Tourist visit to Westminster Abbey,😊,0.48543547954160693,0.11686629836849738
-0.1440686602329641,51.53906972764182,Camden Market,Tourist visit to Camden Market,😊,0.6831174950281522,0.09305951172330618
-0.1147569425798699,51.49999978762916,London Eye,Tourist visit to London Eye,😢,0.16773350531436182,0.5905425891302511
-0.12407724173061478,51.495381964365855,Westminster Abbey,Tourist visit to Westminster Abbey,😢,0.19643533078318243,0.7836400408051074
-0.12297199976528969,51.510878780924244,Covent Garden,Tourist visit to Covent Garden,😊,0.6581715597762889,0.16852408690227988
-0.13867455865752748,51.49997137664438,Buckingham Palace,Tourist visit to Buckingham Palace,😊,0.8999144864692643,0.008608202106924302
-0.1293462809499142,51.49464165744871,Westminster Abbey,Tourist visit to Westminster Abbey,😊,0.23938157630122592,0.18715353150024344
-0.12427972643206649,51.508681173938214,Trafalgar Square,Tourist visit to Trafalgar Square,😢,0.11228507806022159,0.1413748190386919
-0.1174732900760092,51.512972831528316,Covent Garden,Tourist visit to Covent Garden,😊,0.22451534221540936,0.004906328224809832
-0.16079600883441836,51.509833919152385,Hyde Park,Tourist visit to Hyde Park,😊,0.7119708571695214,0.02631127991956709
-0.12195270682153969,51.50830560786122,London Eye,Tourist visit to London Eye,😊,0.3710921354111517,0.23613764928971642
-0.12042518614569665,51.50514430954735,Big Ben,Tourist visit to Big Ben,😊,0.6603567324168904,0.02447664636114821
-0.11931689904323259,51.50115684719296,London Eye,Tourist visit to London Eye,😢,0.13472485694338865,0.7245974187935721
-0.07821601417836332,51.50961552101503,Tower of London,Tourist visit to Tower of London,😊,0.7836029309242534,0.014647154606561557
-0.11827318959352878,51.50143200660758,London Eye,Tourist visit to London Eye,😊,0.6722146802154585,0.01305733647163846
-0.12341677932086527,51.49773122370729,Westminster Abbey,Tourist visit to Westminster Abbey,😊,0.5644163567678708,0.31578596768073214
-0.12238069884341682,51.50487209794987,London Eye,Tourist visit to London Eye,😢,0.0957756989925933,0.3788953439131521
-0.13137534820110827,51.50364815914007,Westminster Abbey,Tourist visit to Westminster Abbey,😢,0.19877061561777132,0.23002017690266624
-0.1439885133931952,51.53978840337592,Camden Market,Tourist visit to Camden Market,😊,0.35920057842161157,0.015400532496490276
-0.1310600652048068,51.49763969944734,Westminster Abbey,Tourist visit to Westminster Abbey,😊,0.9886259939069576,0.009200329667703766
-0.1632907091123879,51.509526037062884,Hyde Park,Tourist visit to Hyde Park,😊,0.8921708796680189,0.05479016601161506
-0.12197175092136184,51.512938107645965,Covent Garden,Tourist visit to Covent Garden,😊,0.9414167642332621,0.0017868414508882015
-0.1448825978672586,51.538725954202654,Camden Market,Tourist visit to Camden Market,😊,0.8811466632480804,0.020281487595353233
-0.13976710681525625,51.5001255889469,Buckingham Palace,Tourist visit to Buckingham Palace,😊,0.4411331942405997,0.177871807666115
-0.12023688166146226,51.512933982168114,Covent Garden,Tourist visit to Covent Garden,😢,0.07492972983219026,0.7916435414596766
-0.11748576366358247,51.51529255642429,Covent Garden,Tourist visit to Covent Garden,😊,0.4949340855891253,0.26151229537711485
-0.13230499023080408,51.499634404298156,Westminster Abbey,Tourist visit to Westminster Abbey,😊,0.4985332607924844,0.03355947157322962
-0.1615804206110449,51.50322196086535,Hyde Park,Tourist visit to Hyde Park,😢,0.27470660204336783,0.6101947357602249
-0.12842444521880697,51.497808491820955,Westminster Abbey,Tourist visit to Westminster Abbey,😊,0.20938162982225894,0.06448009132691578
-0.11493493791111652,51.504197826369555,London Eye,Tourist visit to London Eye,😢,0.267623056435108,0.41035403861940445
-0.07981626110935448,51.512206624741616,Tower of London,Tourist visit to Tower of London,😊,0.6881602415513052,0.03435336059784467
-0.11536190763783583,51.502057285481115,London Eye,Tourist visit to London Eye,😊,0.926555347087993,0.04030427488515085
-0.13115056273516873,51.50672946171365,Trafalgar Square,Tourist visit to Trafalgar Square,😊,0.5011699330224247,0.44308828446495924
-0.1273130645226847,51.506966608737464,Trafalgar Square,Tourist visit to Trafalgar Square,😢,0.14484212523403106,0.8290007422824789
-0.1442232647802334,51.545413828259846,Camden Market,Tourist visit to Camden Market,😢,0.008707180345581711,0.7179731426702317
-0.12404356640990818,51.514699993116835,Covent Garden,Tourist visit to Covent Garden,😢,0.05719908795956197,0.6274264028978859
